id,name,chassis_value
3856,C'tissian Heavy Infantry,6.6
3857,Starspawn,25.54
3858,Starspawn,54.12
3859,Mirror Mage,5.0
3860,Master of Mirrors,10.35
3861,Royal Alchemist,12.3
3862,Imp Trainer,8.28
3863,Imp Pet,11.09
3864,Alchemical Amalgam of Fire,20.37
3865,Alchemical Amalgam of Air,31.68
3866,Alchemical Amalgam of Water,22.4
3867,Alchemical Amalgam of Earth,20.5
3868,Deliverer of Justice,19.08
3869,Harbinger of the Choir,64.15
3870,Angel of the Host,33.93
3871,Longdead Zotz,5.46
3872,Longdead Zotz,6.07
3873,Soulless Zotz,5.0
3874,Nagasiddha,63.62
3875,Nagasiddha,31.34
3876,Sacred Geyser,91.1
3877,Firstborn of the Lost,213.3
3878,Giant of the Lost Tribe,47.52
3879,King of the Lost Tribe,58.75
3880,Howler,31.1
3881,Seithmathr Bear,55.35
3882,Great Bear,66.82
3883,Seithmathr Wolf,55.8
3884,Wolf,16.47
3885,Seithmathr Crow,78.67
3886,Crow,5.0
3887,Milesian Mage,7.5
3888,Dracolich,308.12
3889,Master Lich,34.8
3890,Cave Kobold,13.2
3891,Bluecap,21.36
3892,Blue Flame,40.8
3893,Sky Metal Adept,21.3
3894,Serpent of Heavenly Fires,221.76
3895,Ferryman,69.27
3896,Soulless Warrior,5.0
3897,Destrier,14.4
3898,Destrier,35.19
3899,Unicorn,40.39
3900,Armored Unicorn,48.6
3901,Fay Knight,27.56
3902,Fay Steed,22.95
3903,Fay Footman,13.53
3904,Fay Prince,48.96
3905,Royal Fay Steed,27.54
3906,Unseelie Soldier,13.53
3907,Unseelie Knight,27.56
3908,Unseelie Steed,22.95
3909,Unseelie Prince,48.96
3910,Royal Unseelie Steed,27.54
3911,Water Kobold,12.09
3912,Fay Folk,6.9
3913,Fay Folk,7.8
3914,Fay Folk,6.6
3915,Fay Folk,7.45
3916,Fay Folk,9.72
3917,Fay Folk,5.51
3918,Crossbowman,5.0
3919,Calystri Presbyter,32.02
3920,Apprentice Magus,17.98
3921,Calystri Magus,31.64
3922,Calystri Magistrate,29.02
3923,Presbyter Magistrate,41.24
3924,Magistrate Magus,47.24
3925,Calystri Senator,65.24
3926,Devi of Strength,107.0
3927,Vahana,222.52
3928,White Tiger of the West,228.52
3929,Azure Dragon of the East,208.16
3930,Celestial Bureaucrat,41.25
3931,Vermilion Bird of the South,118.88
3932,Black Tortoise of the North,302.01
3933,Fay Horse,21.6
3934,Divine Stallion,114.48
3935,Master of the Way,14.07
3936,Student of the Way,14.07
3937,Student of the Five Elements,11.07
3938,Horse Vale Stallion,9.6
3939,Machaka War Elephant,44.46
3940,Sacred Stag,33.6
3941,Lich,41.16
3942,Lich Hag,66.4
3943,Lich,78.6
3944,Lich Hag,39.9
3945,Lich,66.0
3946,Saurolich,45.54
3947,Lich,58.37
3948,Lich,70.0
3949,Lich,36.9
3950,Lich,36.9
3951,God Lich,102.15
3952,God Lich,111.99
3953,Jotun Scout,40.48
3954,Jotun Herse,50.37
3955,Jotun Jarl,59.88
3956,Jotun Gode,57.3
3957,Gygja,23.4
3958,Muspel Herse,61.65
3959,Muspel Gode,64.44
3960,Muspelgygja,29.42
3961,Muspel Jarl,148.14
3962,Jotun Bondi,13.2
3963,Jotun Warrior,19.6
3964,Jotun Warrior,22.18
3965,Jotun Hurler,14.36
3966,Jotun Huskarl,26.4
3967,Godihuskarl,36.8
3968,Jotun Hirdman,33.12
3969,Muspel Huskarl,40.48
3970,Muspel Hirdman,35.88
3971,Muspel Giant,101.52
3972,Muspeldottir,19.67
3973,Calystri General,30.53
3974,Serene One,48.16
3975,Serene Master,56.4
3976,Howler Champion,35.25
3977,Serpent Carcass,68.73
3978,Tupilak Mount,46.87
3979,General,19.68
3980,Morvarc'h,41.31
3981,Morvarc'h,49.57
3982,Gnome,5.0
3983,Phantasmal Sea Dog,34.32
3984,Phantasmal Triton,31.68
3985,Phantasmal Knight,52.0
3986,Phantasmal Hippocampus,49.25
3987,Animated Bush,10.8
3988,Animated Shrub,7.65
3989,Small Animated Shrub,5.0
3990,Void Flame,616.9
3991,Storm Drake,33.05
3992,Armored Hippocampus,15.91
3993,Armored Sacred Hippocampus,37.94
3994,Armored Kelpie,13.44
3995,Armored Kelpie,13.44
3996,War Hog,6.93
3997,Queen of Winter,64.35
3998,Unseelie Sprite,10.62
3999,Moonvine Enchanter,15.3
4000,Horse,9.0
4001,Arch Emperor,19.8
4002,First Queen,6.3
4003,Divine Consul,19.64
4004,Tree,5.0
4005,Tree,5.0
4006,Tree,5.0
4007,Animated Tree,113.17
4008,Animated Tree,115.82
4009,Animated Tree,81.65
4010,Nagasiddha,131.47
4011,Nagasiddha,86.38
4012,Vaetti Archer,5.51
4013,Elephant Archer,5.0
4014,Chariot Archer,5.0
4015,Mammoth Archer,6.48
4016,Chariot Archer,5.0
4017,Elephant Archer,6.48
4018,Elephant Archer,5.0
4019,Elephant Archer,5.0
4020,Armored Unicorn,48.6
4021,Lich Oracle,61.0
4022,Student of the Sword,16.92
4023,Master of the Sword,25.49
4024,Mother Mandragora,181.12
4025,Titan Mandragora,205.12
4026,Black Minotaur,51.33
4027,Carrion Fury,71.5
4028,Carrion Enkidu,8.36
4029,Carrion Ogre,9.24
4030,Carrion Giant,12.76
4031,Carrion Titan,85.2
4032,Worm Soul,31.11
4033,Worm Soul,31.11
4034,Pyrènian Crossbowman,6.73
4035,Pyrènian Spearman,8.43
4036,Pyrènian Footman,7.59
4037,Pyrènian Man at Arms,10.44
4038,Pyrènian Swordsman,11.6
4039,Pyrènian Knight,19.68
4040,Pyrènian Scout,9.11
4041,Pyrènian Castellan,9.57
4042,Pyrènian Marquess,21.32
4043,Pyrènian Monk,21.3
4044,Pyrènian Priest,18.3
4045,Blood Bishop,35.1
4046,Sorgina,16.5
4047,Black Cat,16.5
4048,Cambion King,76.8
4049,Cambion Count,52.48
4050,Cambion Knight,40.04
4051,Cambion Queen,56.82
4052,Cambion Countess,39.69
4053,Incubus,40.02
4054,Cambion Progeny,19.92
4055,Cambion Progeny,16.53
4056,Black Goat,41.61
4057,Markata Mystic,40.31
4058,Black Goat,41.61
4059,Red Mistress,96.57
4060,Crimson King,105.52
4061,Centaur Manikin,21.25
4062,C'tissian Medium Infantry,7.33
4063,Azenach Shaman Chief,12.11
4064,Agrimandri Shaman Chief,15.54
4065,Fommepori Shaman Chief,19.86
4066,Vintefolei Shaman Chief,18.76
4067,Spirit Horse,21.42
4068,Zemaite Archer,5.0
4069,Zemaite Warrior,9.2
4070,Zemaite Warrior,8.28
4071,Zemaite Infantry,9.2
4072,Zemaite Heavy Infantry,6.9
4073,Zemaite Chud Warrior,20.12
4074,Zemaite Crossbowman,9.11
4075,Zemaite Pikeneer,9.28
4076,Zemaite Castle Guard,9.57
4077,Zemaite Skinshifter,11.84
4078,Werewolf,40.95
4079,Zemaite Chud Skinshifter,17.27
4080,Werebear,38.88
4081,Scout,8.28
4082,Zemaite Chieftain,11.48
4083,Seniunas,24.24
4084,Chud Seniunas,33.66
4085,Vedun,11.67
4086,Chud Vedun,45.73
4087,Antlered Vedun,58.07
4088,Vedun Mage Smith,19.63
4089,Antlered Hochmeister,65.06
4090,Sylvan Knight,50.4
4091,Sacred Moose,72.07
4092,Lauma,53.7
4093,Fay Folk Stablehand,5.0
4094,Fay Folk Musician,7.49
4095,Fay Folk Cat Knight,11.67
4096,Fay Cat,11.59
4097,Fay Folk Snail Knight,12.37
4098,Snail,5.0
4099,Fay Folk Emperor,5.0
4100,Wight Hag,19.74
4101,Wight Spider,33.87
4102,Wight Hag,26.13
4103,Wight Mage,28.51
4104,Fay Folk Sheep Knight,5.0
4105,Ram,5.0
4106,Fay Folk Donkey-In-Waiting,11.52
4107,Great Moose,180.64
4108,Ghost Moose,265.2
4109,Moose Vedun,61.78
4110,Lost Knight,92.83
4111,Fay Moose,74.84
4112,Longdead,6.77
4113,Longdead,6.77
4114,Longdead,6.09
4115,Buraq,96.0
4116,Fay Archer,12.6
4117,Unseelie Archer,12.6
4118,Unseelie Folk,6.9
4119,Unseelie Folk,7.8
4120,Unseelie Folk,7.33
4121,Unseelie Folk,13.6
4122,Unseelie Folk,5.51
4123,Unseelie Stablehand,5.0
4124,Unseelie Musician,7.49
4125,Unseelie Cat Knight,11.67
4126,Unseelie Cat,11.59
4127,Fay Folk Swan Knight,11.67
4128,Fay Swan,7.92
4129,Unseelie Raven Knight,9.4
4130,Unseelie Raven,6.93
4131,Shah of Horses,42.75
4132,Debug Senpai,14.4
4133,Debug Kohai,6.9
